SynId,NeuronType,NeuronId,SynType,UMAP_1,UMAP_2,Cluster,clusterid
125,parvalbumin,pv2,as,10.131087,5.5847607,2,as
126,parvalbumin,pv2,as,10.393241,5.770477,2,as
127,parvalbumin,pv2,as,11.379785,4.7679205,2,as
128,parvalbumin,pv2,as,8.787075,4.668358,2,as
129,parvalbumin,pv2,as,11.323297,4.8317122,2,as
130,parvalbumin,pv2,as,11.276386,4.7423186,2,as
131,parvalbumin,pv2,as,12.0089035,4.2026896,2,as
132,parvalbumin,pv2,as,11.36793,4.1638207,2,as
133,parvalbumin,pv2,as,7.815633,4.513928,2,as
134,parvalbumin,pv2,as,11.39304,3.8894725,2,as
135,parvalbumin,pv2,as,12.034015,4.05673,2,as
136,parvalbumin,pv2,as,11.825499,3.7273142,2,as
137,parvalbumin,pv2,as,11.43612,3.5681696,2,as
138,parvalbumin,pv2,as,12.0477495,4.1561193,2,as
139,parvalbumin,pv2,as,12.0614395,4.133771,2,as
140,parvalbumin,pv2,as,12.0825205,4.068503,2,as
141,parvalbumin,pv2,as,12.066131,4.1578207,2,as
142,parvalbumin,pv2,as,11.481912,3.4768171,2,as
143,parvalbumin,pv2,as,11.487548,3.5036988,2,as
144,parvalbumin,pv2,as,11.579414,3.4438736,2,as
145,parvalbumin,pv2,as,8.175374,4.331395,2,as
146,parvalbumin,pv2,as,11.473808,3.3343174,2,as
147,parvalbumin,pv2,as,11.544306,3.3851058,2,as
148,parvalbumin,pv2,as,11.584457,3.3646214,2,as
149,parvalbumin,pv2,as,11.586619,3.3726969,2,as
150,parvalbumin,pv2,as,11.488373,3.3841228,2,as
1,parvalbumin,pv3,as,-1.4088447,8.393614,3,as
2,parvalbumin,pv3,as,-1.3286234,8.371674,3,as
3,parvalbumin,pv3,as,-1.493422,8.464929,3,as
4,parvalbumin,pv3,as,-1.4787576,8.403202,3,as
5,parvalbumin,pv3,as,-1.5285544,8.470591,3,as
6,parvalbumin,pv3,as,-1.5261974,8.50826,3,as
7,parvalbumin,pv3,as,-1.5704439,8.618018,3,as
8,parvalbumin,pv3,as,-1.5303757,8.509851,3,as
9,parvalbumin,pv3,as,-1.3506789,8.516943,3,as
10,parvalbumin,pv3,as,-1.2809465,8.632539,3,as
11,parvalbumin,pv3,as,-1.5391475,8.729927,3,as
12,parvalbumin,pv3,as,-1.5518956,8.85527,3,as
13,parvalbumin,pv3,as,-1.3881234,8.773313,3,as
14,parvalbumin,pv3,as,-1.5943223,8.648701,3,as
15,parvalbumin,pv3,as,-0.44717258,8.590793,3,as
16,parvalbumin,pv3,as,-1.4784869,8.902571,3,as
17,parvalbumin,pv3,as,-0.52081394,8.61116,3,as
18,parvalbumin,pv3,as,0.19220012,8.401574,3,as
19,parvalbumin,pv3,as,-1.4945928,9.11718,3,as
20,parvalbumin,pv3,as,-1.4276152,9.119929,3,as
21,parvalbumin,pv3,as,-1.4418235,9.091227,3,as
22,parvalbumin,pv3,as,-1.4544992,9.037521,3,as
23,parvalbumin,pv3,as,-1.4783858,9.075184,3,as
24,parvalbumin,pv3,as,-0.53345114,9.056022,3,as
25,parvalbumin,pv3,as,-1.3668025,9.184017,3,as
26,parvalbumin,pv3,as,-0.7529597,9.165372,3,as
27,parvalbumin,pv3,as,-1.2706226,9.279188,3,as
28,parvalbumin,pv3,as,0.3274992,8.382213,3,as
29,parvalbumin,pv3,as,0.31543112,8.367964,3,as
30,parvalbumin,pv3,as,-0.50959724,9.405023,3,as
31,parvalbumin,pv3,as,-0.3750915,9.157573,3,as
32,parvalbumin,pv3,as,-0.5420055,9.632678,3,as
33,parvalbumin,pv3,as,-0.9012286,9.542248,3,as
34,parvalbumin,pv3,as,0.003710598,8.613939,3,as
35,parvalbumin,pv3,as,-0.41081604,9.296678,3,as
36,parvalbumin,pv3,as,-0.273052,9.288819,3,as
37,parvalbumin,pv3,as,-0.46320057,9.690374,3,as
38,parvalbumin,pv3,as,0.0685359,8.628948,3,as
39,parvalbumin,pv3,as,0.13992831,8.628709,3,as
40,parvalbumin,pv3,as,-0.41146722,9.784987,3,as
41,parvalbumin,pv3,as,0.1008485,8.625598,3,as
42,parvalbumin,pv3,as,-0.1834176,9.441622,3,as
43,parvalbumin,pv3,as,-0.39871868,9.814503,3,as
44,parvalbumin,pv3,as,-0.4670958,9.813208,3,as
45,parvalbumin,pv3,as,-0.41575202,9.782349,3,as
46,parvalbumin,pv3,as,0.4515096,8.43408,3,as
47,parvalbumin,pv3,as,-0.22993416,9.728221,3,as
48,parvalbumin,pv3,as,-0.5335528,9.809346,3,as
49,parvalbumin,pv3,as,0.47289968,8.510617,3,as
50,parvalbumin,pv3,as,-0.5329646,9.750239,3,as
51,parvalbumin,pv3,as,0.10676843,9.67254,3,as
52,parvalbumin,pv3,as,0.109326415,9.654614,3,as
53,parvalbumin,pv3,as,0.10678281,9.624329,3,as
54,parvalbumin,pv3,as,0.15943384,9.843916,3,as
55,parvalbumin,pv3,as,0.66889036,8.675318,3,as
56,parvalbumin,pv3,as,0.40481284,9.873847,3,as
57,parvalbumin,pv3,as,0.654009,8.5945635,3,as
58,parvalbumin,pv3,as,1.2868192,9.893531,3,as
59,parvalbumin,pv3,as,1.1192467,9.0315075,3,as
60,parvalbumin,pv3,as,1.2162238,9.167287,3,as
61,parvalbumin,pv3,as,1.4249786,9.843464,3,as
62,parvalbumin,pv3,as,0.83376366,8.592782,3,as
63,parvalbumin,pv3,as,1.2051824,9.028593,3,as
64,parvalbumin,pv3,as,1.5508842,9.395343,3,as
65,parvalbumin,pv3,as,1.4322609,9.213666,3,as
66,parvalbumin,pv3,as,1.5759311,9.678115,3,as
67,parvalbumin,pv3,as,1.5652527,9.797506,3,as
68,parvalbumin,pv3,as,1.5798981,9.479308,3,as
69,parvalbumin,pv3,as,1.5857428,9.28789,3,as
70,parvalbumin,pv3,as,1.8608286,9.585012,3,as
71,parvalbumin,pv3,as,1.7538055,9.435671,3,as
72,parvalbumin,pv3,as,3.3453717,8.668387,3,as
73,parvalbumin,pv3,as,2.73336,10.131122,3,as
74,parvalbumin,pv3,as,3.2793002,8.695649,3,as
75,parvalbumin,pv3,as,3.286201,8.810565,3,as
76,parvalbumin,pv3,as,2.8433228,10.152174,3,as
77,parvalbumin,pv3,as,3.3083062,9.812074,3,as
78,parvalbumin,pv3,as,3.2182531,9.8228245,3,as
79,parvalbumin,pv3,as,2.6417994,10.152114,3,as
80,parvalbumin,pv3,as,3.5133832,9.393091,3,as
81,parvalbumin,pv3,as,3.388867,8.718373,3,as
82,parvalbumin,pv3,as,3.5967112,9.433372,3,as
83,parvalbumin,pv3,as,3.6976008,9.461018,3,as
84,parvalbumin,pv3,as,3.8358119,9.459395,3,as
85,parvalbumin,pv3,as,4.313916,9.862526,3,as
86,parvalbumin,pv3,as,5.52628,10.844328,4,as
87,parvalbumin,pv3,as,4.1551003,8.509924,3,as
88,parvalbumin,pv3,as,5.4997144,10.678839,4,as
89,parvalbumin,pv3,as,4.193775,8.400794,3,as
90,parvalbumin,pv3,as,5.558926,10.902253,4,as
91,parvalbumin,pv3,as,6.391575,5.4886856,2,as
92,parvalbumin,pv3,as,4.1923795,8.306841,3,as
93,parvalbumin,pv3,as,4.2531376,8.184387,3,as
94,parvalbumin,pv3,as,5.663809,9.8874445,4,as
95,parvalbumin,pv3,as,6.1602263,6.642696,2,as
96,parvalbumin,pv3,as,6.1654396,6.6646442,2,as
97,parvalbumin,pv3,as,6.175174,9.308183,4,as
98,parvalbumin,pv3,as,6.320226,6.6589074,2,as
99,parvalbumin,pv3,as,6.2630777,9.331964,4,as
100,parvalbumin,pv3,as,6.5062366,7.9347973,4,as
101,parvalbumin,pv3,as,6.5244594,5.3634,2,as
102,parvalbumin,pv3,as,6.395111,9.152456,4,as
103,parvalbumin,pv3,as,6.6066146,9.412632,4,as
104,parvalbumin,pv3,as,6.368824,6.509434,2,as
105,parvalbumin,pv3,as,6.5003815,6.383975,2,as
106,parvalbumin,pv3,as,6.966348,8.283553,4,as
107,parvalbumin,pv3,as,6.393189,6.7102685,2,as
108,parvalbumin,pv3,as,6.85458,7.8526063,4,as
109,parvalbumin,pv3,as,6.5735207,6.424282,2,as
110,parvalbumin,pv3,as,7.1487584,8.155249,4,as
111,parvalbumin,pv3,as,7.2903028,8.844099,4,as
112,parvalbumin,pv3,as,7.243644,8.299072,4,as
113,parvalbumin,pv3,as,8.200793,9.225901,-1,as
114,parvalbumin,pv3,as,7.379083,6.7888393,-1,as
115,parvalbumin,pv3,as,8.461959,9.134813,-1,as
116,parvalbumin,pv3,as,8.682107,8.847802,-1,as
117,parvalbumin,pv3,as,8.098518,6.211942,2,as
118,parvalbumin,pv3,as,8.598932,9.029535,-1,as
119,parvalbumin,pv3,as,8.7107115,6.3020706,2,as
120,parvalbumin,pv3,as,7.147582,5.178255,2,as
121,parvalbumin,pv3,as,8.283244,5.9658976,2,as
122,parvalbumin,pv3,as,8.789924,8.833922,-1,as
123,parvalbumin,pv3,as,8.824083,6.292843,2,as
124,parvalbumin,pv3,as,8.723224,6.1880045,2,as
125,parvalbumin,pv3,as,9.236611,6.1598797,2,as
126,parvalbumin,pv3,as,8.615802,5.7174935,2,as
127,parvalbumin,pv3,as,7.418978,4.8010964,2,as
128,parvalbumin,pv3,as,9.367223,5.9908214,2,as
129,parvalbumin,pv3,as,9.472387,5.951694,2,as
130,parvalbumin,pv3,as,11.0473,5.585347,2,as
131,parvalbumin,pv3,as,11.277715,5.920407,2,as
132,parvalbumin,pv3,as,11.360273,5.828369,2,as
133,parvalbumin,pv3,as,8.75714,4.8557596,2,as
134,parvalbumin,pv3,as,11.429768,6.161246,2,as
135,parvalbumin,pv3,as,8.85961,4.7819014,2,as
136,parvalbumin,pv3,as,8.642934,4.649038,2,as
137,parvalbumin,pv3,as,11.279836,4.974717,2,as
138,parvalbumin,pv3,as,11.512063,4.782696,2,as
139,parvalbumin,pv3,as,11.406735,4.7566276,2,as
140,parvalbumin,pv3,as,11.294752,4.789375,2,as
141,parvalbumin,pv3,as,8.791865,4.454594,2,as
142,parvalbumin,pv3,as,7.8223042,4.525088,2,as
143,parvalbumin,pv3,as,8.746659,4.3346214,2,as
144,parvalbumin,pv3,as,8.4190855,4.3036885,2,as
145,parvalbumin,pv3,as,10.789974,3.7582746,2,as
146,parvalbumin,pv3,as,8.756085,4.161293,2,as
147,parvalbumin,pv3,as,12.095941,2.9784038,2,as
148,parvalbumin,pv3,as,10.483678,3.7857378,2,as
149,parvalbumin,pv3,as,10.196824,3.8319607,2,as
150,parvalbumin,pv3,as,10.826033,3.6025252,2,as
151,parvalbumin,pv3,as,11.747205,2.6774168,2,as
152,parvalbumin,pv3,as,12.029722,2.7676299,2,as
153,parvalbumin,pv3,as,9.02247,3.9462538,2,as
154,parvalbumin,pv3,as,8.70555,4.1082597,2,as
155,parvalbumin,pv3,as,11.787308,2.5437963,2,as
156,parvalbumin,pv3,as,11.861773,2.6487918,2,as
157,parvalbumin,pv3,as,11.872778,1.6997969,-1,as
158,parvalbumin,pv3,as,11.854061,1.6128784,-1,as
159,parvalbumin,pv3,as,11.91742,2.0217712,2,as
160,parvalbumin,pv3,as,11.7489,0.60362816,1,as
161,parvalbumin,pv3,as,11.896046,1.7346926,-1,as
162,parvalbumin,pv3,as,11.800135,0.6439427,1,as
163,parvalbumin,pv3,as,11.948071,1.5907732,-1,as
164,parvalbumin,pv3,as,12.082925,1.7265744,-1,as
165,parvalbumin,pv3,as,11.713805,0.4879719,1,as
166,parvalbumin,pv3,as,11.838339,0.6713807,1,as
167,parvalbumin,pv3,as,11.784144,2.553482,2,as
168,parvalbumin,pv3,as,12.66152,0.33038753,1,as
169,parvalbumin,pv3,as,12.412635,0.2558498,1,as
170,parvalbumin,pv3,as,11.729571,0.05992671,1,as
171,parvalbumin,pv3,as,12.65977,0.18422283,1,as
172,parvalbumin,pv3,as,12.830576,0.056486912,1,as
173,parvalbumin,pv3,as,12.126471,0.15965155,1,as
174,parvalbumin,pv3,as,11.802151,-0.051974773,1,as
175,parvalbumin,pv3,as,12.742245,0.05805809,1,as
176,parvalbumin,pv3,as,12.21365,-0.029630158,1,as
177,parvalbumin,pv3,as,12.789779,0.0005110337,1,as
178,parvalbumin,pv3,as,12.844575,-0.023234198,1,as
179,parvalbumin,pv3,as,12.567022,-0.18692084,1,as
180,parvalbumin,pv3,as,12.101444,-0.8342405,1,as
181,parvalbumin,pv3,as,12.894995,-0.113517426,1,as
182,parvalbumin,pv3,as,12.327253,-0.50107044,1,as
183,parvalbumin,pv3,as,12.100157,-0.93409413,1,as
184,parvalbumin,pv3,as,12.949337,-0.23147042,1,as
185,parvalbumin,pv3,as,12.762999,-0.39979005,1,as
186,parvalbumin,pv3,as,12.842402,-0.4039922,1,as
187,parvalbumin,pv3,as,12.943787,-0.2934964,1,as
188,parvalbumin,pv3,as,12.189142,-1.1417173,1,as
189,parvalbumin,pv3,as,12.5135565,-1.0433809,1,as
190,parvalbumin,pv3,as,12.722499,-0.6752025,1,as
191,parvalbumin,pv3,as,12.324952,-1.1715401,1,as
192,parvalbumin,pv3,as,12.552991,-1.1100457,1,as
193,parvalbumin,pv3,as,12.351954,-1.1422769,1,as
194,parvalbumin,pv3,as,12.456615,-1.1548624,1,as
195,parvalbumin,pv3,as,13.00571,-0.6840476,1,as
196,parvalbumin,pv3,as,13.017039,-0.8733751,1,as
197,parvalbumin,pv3,as,13.038439,-0.85527354,1,as
198,parvalbumin,pv3,as,12.9985075,-1.1353651,1,as
199,parvalbumin,pv3,as,12.830151,-1.3151993,1,as
200,parvalbumin,pv3,as,12.964902,-1.173567,1,as
201,parvalbumin,pv3,as,13.08407,-1.2178147,1,as
202,parvalbumin,pv3,as,13.096148,-1.2546306,1,as
203,parvalbumin,pv3,as,13.351351,-1.9623022,1,as
204,parvalbumin,pv3,as,13.520796,-1.9694221,1,as
205,parvalbumin,pv3,as,13.380943,-2.1784556,1,as
206,parvalbumin,pv3,as,13.420773,-2.1305568,1,as
207,parvalbumin,pv3,as,13.941433,-2.244276,1,as
208,parvalbumin,pv3,as,14.10996,-2.4694116,1,as
209,parvalbumin,pv3,as,13.817845,-2.3867655,1,as
210,parvalbumin,pv3,as,14.009656,-2.4030075,1,as
211,parvalbumin,pv3,as,13.612346,-2.4068499,1,as
212,parvalbumin,pv3,as,13.435173,-2.3344338,1,as
213,parvalbumin,pv3,as,14.142997,-2.6146715,1,as
214,parvalbumin,pv3,as,13.468688,-2.3697777,1,as
215,parvalbumin,pv3,as,14.246617,-2.7180483,1,as
216,parvalbumin,pv3,as,14.279474,-2.7736058,1,as
217,parvalbumin,pv3,as,14.323904,-2.819016,1,as
218,parvalbumin,pv3,as,14.26618,-2.7874937,1,as
219,parvalbumin,pv3,as,14.34723,-2.8373356,1,as
220,parvalbumin,pv3,as,14.356879,-2.8399422,1,as
221,parvalbumin,pv3,as,13.634663,-2.5649736,1,as
222,parvalbumin,pv3,as,14.340694,-2.8352928,1,as
223,parvalbumin,pv3,as,14.323491,-2.825739,1,as
225,parvalbumin,pv3,as,14.37178,-2.8640568,1,as
2,calbindin,cb1,ss,1.7624121,2.923274,2,ss
3,calbindin,cb1,ss,1.5781926,2.863501,2,ss
4,calbindin,cb1,ss,1.427911,2.7163393,2,ss
5,calbindin,cb1,ss,1.5656232,2.6913714,2,ss
6,calbindin,cb1,ss,2.4610147,3.1582918,2,ss
8,calbindin,cb1,ss,1.3238436,2.445583,2,ss
9,calbindin,cb1,ss,1.4880592,2.0995374,2,ss
10,calbindin,cb1,ss,2.5723467,1.4152384,2,ss
11,calbindin,cb1,ss,2.4087324,0.780381,2,ss
12,calbindin,cb1,ss,2.6951773,0.7939002,2,ss
13,calbindin,cb1,ss,3.4748726,1.2705243,2,ss
14,calbindin,cb1,ss,4.57769,1.0132396,2,ss
15,calbindin,cb1,ss,5.221957,0.41151166,2,ss
16,calbindin,cb1,ss,7.1120114,0.2793814,2,ss
17,calbindin,cb1,ss,6.1999674,1.2781221,2,ss
18,calbindin,cb1,ss,7.3549867,0.39578804,2,ss
19,calbindin,cb1,ss,6.786759,1.3623902,2,ss
20,calbindin,cb1,ss,9.755294,0.875706,1,ss
21,calbindin,cb1,ss,9.566704,1.1891211,1,ss
22,calbindin,cb1,ss,9.462977,0.7164012,1,ss
23,calbindin,cb1,ss,9.6634,1.9645579,1,ss
24,calbindin,cb1,ss,10.478457,1.7830632,1,ss
25,calbindin,cb1,ss,10.472082,1.4693534,1,ss
1,calbindin,cb2,ss,1.9789124,1.6668394,2,ss
2,calbindin,cb2,ss,2.0561833,1.2569027,2,ss
3,calbindin,cb2,ss,2.3138382,1.5138319,2,ss
4,calbindin,cb2,ss,2.133212,1.1958773,2,ss
5,calbindin,cb2,ss,6.568607,1.3714695,2,ss
6,calbindin,cb2,ss,7.982155,0.7610155,2,ss
1,calbindin,cb3,ss,5.151714,3.4088602,2,ss
1,calretinin,cr1,ss,10.266397,1.6573043,1,ss
2,calretinin,cr1,ss,10.222646,1.9612833,1,ss
3,calretinin,cr1,ss,10.093897,1.2032409,1,ss
4,calretinin,cr1,ss,6.1818547,2.6190658,2,ss
5,calretinin,cr1,ss,4.6421514,2.6721258,2,ss
6,calretinin,cr1,ss,2.2553573,1.9439222,2,ss
7,calretinin,cr1,ss,1.9934442,1.8340191,2,ss
8,calretinin,cr1,ss,1.8365395,2.1289756,2,ss
2,calretinin,cr2,ss,9.835532,0.8459067,1,ss
3,calretinin,cr2,ss,7.8135,0.5353147,2,ss
4,calretinin,cr2,ss,4.4644494,1.788934,2,ss
1,calretinin,cr3,ss,9.97716,1.2037015,1,ss
2,calretinin,cr3,ss,9.656598,1.603381,1,ss
3,calretinin,cr3,ss,9.466168,1.8017708,1,ss
4,calretinin,cr3,ss,4.891409,3.150244,2,ss
5,calretinin,cr3,ss,4.714807,0.87322193,2,ss
6,calretinin,cr3,ss,4.6130056,0.5189547,2,ss
1,parvalbumin,pv1,ss,7.9062023,0.6279937,2,ss
3,parvalbumin,pv1,ss,6.563637,1.9884025,2,ss
4,parvalbumin,pv1,ss,6.782469,1.6141899,2,ss
5,parvalbumin,pv1,ss,7.658345,0.2526742,2,ss
6,parvalbumin,pv1,ss,6.96484,1.2233632,2,ss
7,parvalbumin,pv1,ss,5.450796,3.510034,2,ss
9,parvalbumin,pv1,ss,5.2705283,3.212143,2,ss
10,parvalbumin,pv1,ss,5.531138,1.1874993,2,ss
11,parvalbumin,pv1,ss,5.063289,1.9520229,2,ss
12,parvalbumin,pv1,ss,5.059938,2.0557716,2,ss
13,parvalbumin,pv1,ss,4.8467402,2.9590492,2,ss
15,parvalbumin,pv1,ss,4.7650986,3.5271416,2,ss
16,parvalbumin,pv1,ss,4.79794,1.3540194,2,ss
17,parvalbumin,pv1,ss,5.067301,3.545786,2,ss
18,parvalbumin,pv1,ss,4.776861,2.2430408,2,ss
19,parvalbumin,pv1,ss,4.4199123,3.3405871,2,ss
20,parvalbumin,pv1,ss,4.4238534,2.272126,2,ss
21,parvalbumin,pv1,ss,4.2582808,3.4200287,2,ss
1,parvalbumin,pv2,ss,1.8888522,1.4067684,2,ss
2,parvalbumin,pv2,ss,1.8553602,1.2461759,2,ss
3,parvalbumin,pv2,ss,3.3410954,3.0003963,2,ss
4,parvalbumin,pv2,ss,3.6112187,1.5577608,2,ss
5,parvalbumin,pv2,ss,3.3165586,3.2168925,2,ss
6,parvalbumin,pv2,ss,3.8283741,1.2549772,2,ss
7,parvalbumin,pv2,ss,2.6441324,1.0134606,2,ss
8,parvalbumin,pv2,ss,3.799602,1.179427,2,ss
9,parvalbumin,pv2,ss,3.8790405,1.5703739,2,ss
10,parvalbumin,pv2,ss,3.86827,3.286856,2,ss
11,parvalbumin,pv2,ss,3.1145475,0.643127,2,ss
12,parvalbumin,pv2,ss,3.880757,3.2187924,2,ss
13,parvalbumin,pv2,ss,4.3759584,0.6395227,2,ss
14,parvalbumin,pv2,ss,4.3071504,3.0126736,2,ss
15,parvalbumin,pv2,ss,5.159761,1.1780509,2,ss
16,parvalbumin,pv2,ss,4.7750573,1.065343,2,ss
17,parvalbumin,pv2,ss,4.5742245,0.5152341,2,ss
18,parvalbumin,pv2,ss,5.1390595,3.663288,2,ss
19,parvalbumin,pv2,ss,5.2581816,2.3456848,2,ss
20,parvalbumin,pv2,ss,7.6307063,0.71946985,2,ss
21,parvalbumin,pv2,ss,6.2534976,2.4990275,2,ss
22,parvalbumin,pv2,ss,7.484692,1.1132132,2,ss
23,parvalbumin,pv2,ss,7.728818,0.3403932,2,ss
24,parvalbumin,pv2,ss,8.0321045,0.13402392,2,ss
25,parvalbumin,pv2,ss,9.20883,0.8512413,1,ss
26,parvalbumin,pv2,ss,9.362965,0.7081752,1,ss
27,parvalbumin,pv2,ss,9.319605,2.008041,1,ss
28,parvalbumin,pv2,ss,9.418625,0.6825523,1,ss
1,parvalbumin,pv3,ss,2.091328,3.1453419,2,ss
2,parvalbumin,pv3,ss,2.480238,2.7384021,2,ss
3,parvalbumin,pv3,ss,2.1690836,2.950447,2,ss
4,parvalbumin,pv3,ss,1.563349,2.6136515,2,ss
5,parvalbumin,pv3,ss,2.2867067,2.9351962,2,ss
6,parvalbumin,pv3,ss,2.0562828,2.6997716,2,ss
8,parvalbumin,pv3,ss,2.7866504,3.106576,2,ss
9,parvalbumin,pv3,ss,1.510026,1.8250792,2,ss
10,parvalbumin,pv3,ss,2.7706635,2.9274948,2,ss
11,parvalbumin,pv3,ss,1.8050189,1.5430926,2,ss
12,parvalbumin,pv3,ss,2.8878093,2.8598378,2,ss
13,parvalbumin,pv3,ss,2.9015532,0.68553805,2,ss
14,parvalbumin,pv3,ss,4.1471167,3.4469032,2,ss
15,parvalbumin,pv3,ss,4.1467714,1.0172831,2,ss
16,parvalbumin,pv3,ss,4.615997,3.4054232,2,ss
17,parvalbumin,pv3,ss,6.8646474,0.8950301,2,ss
18,parvalbumin,pv3,ss,5.9588704,2.4982257,2,ss
19,parvalbumin,pv3,ss,7.980644,0.5197717,2,ss
21,parvalbumin,pv3,ss,9.7630825,1.3383474,1,ss
22,parvalbumin,pv3,ss,9.724753,1.4071169,1,ss
23,parvalbumin,pv3,ss,10.153677,1.2714334,1,ss
24,parvalbumin,pv3,ss,10.317779,1.4775743,1,ss
25,parvalbumin,pv3,ss,10.524367,1.4508184,1,ss
26,parvalbumin,pv3,ss,10.586667,1.5386835,1,ss
1,calbindin,cb1,as,10.627676,7.3130918,4,cb
2,calbindin,cb1,as,10.423403,7.3269057,4,cb
3,calbindin,cb1,as,10.389476,7.4172254,4,cb
6,calbindin,cb1,as,10.781035,7.1751533,4,cb
